Topic,Count,Name,Representation,Representative_Docs
47,83,47_truce_hostages_swap_agree,"['truce', 'hostages', 'swap', 'agree', 'release', 'day', 'prisoners', 'exchange', 'begins', '50']","['Israel and Hamas agree truce, hostages for prisoners swap', 'Israel, Hamas agree 4-day truce for hostage release ', 'Israel, Hamas agree on four-day truce, hostage release and aid into Gaza']"
48,82,48_schumer_chuck_elections_speech,"['schumer', 'chuck', 'elections', 'speech', 'antisemitism', 'election', 'china', 'delegation', 'new', 'criticizes']","['Biden on Chuck Schumer&#x27;s criticism of Netanyahu: &#x27;He made a good speech&#x27;', ""Chuck Schumer Calls For New Israeli Elections, Says Netanyahu `Lost His Way'"", 'Chuck Schumer Warns Of Rising Antisemitism Amid Israel-Hamas War']"
49,80,49_harris_kamala_vice_vp,"['harris', 'kamala', 'vice', 'vp', 'selma', 'bloody', 'sunday', 'anniversary', 'president', 'marijuana']","['Kamala Harris Will Be The First Vice President To Visit An Abortion Clinic', 'Kamala Harris interview', 'Interview:VP Kamala Harris']"
50,79,50_2024_occupied_february_january,"['2024', 'occupied', 'february', 'january', 'june', 'palestine', 'march', 'april', '21', '26']","['In Occupied Palestine - 23 May 2024', 'In Occupied Palestine - 19 May 2024', 'In Occupied Palestine - 19 March 2024']"
51,78,51_economy_markets_stocks_market,"['economy', 'markets', 'stocks', 'market', 'imf', 'impact', 'global', 'inflation', 'investors', 'economies']","[""IMF chief says Israel-Hamas war `devastating' Palestinian economy"", 'Already a humanitarian crisis, Hamas war could have major impact on Israel&#x27;s economy', 'How Israel-Hamas war could progress, impact on global economy']"
52,77,52_gop_house_irs_johnson,"['gop', 'house', 'irs', 'johnson', 'republicans', 'pass', 'aid', 'senate', 'democrats', 'cuts']","['House GOP demands IRS budget cuts to pay for Israel aid', '12 House Democrats break with Biden and vote for GOP-led Israel aid package that cuts IRS funding', 'Top House Republicans defend IRS cuts in GOP-led Israel aid bill']"
53,76,53_aid_humanitarian_delivery_strive,"['aid', 'humanitarian', 'delivery', 'strive', 'workers', 'operate', 'arrives', 'relief', 'receives', 'trickle']","[""Amid Israel's targeted attacks, aid workers strive to operate in Gaza"", ""Amid Israel's targeted attacks, aid workers strive to operate in Gaza"", ""Amid Israel's targeted attacks, aid workers strive to operate in Gaza""]"
54,75,54_oil_prices_price_crude,"['oil', 'prices', 'price', 'crude', 'energy', 'jump', 'surge', 'supply', 'gas', 'impact']","['Global Crude Oil Prices Surge Amid Israel-Hamas Conflict', 'Oil prices rise following Hamas attack on Israel', 'Oil prices jump 3% after Hamas attack on Israel']"
55,69,55_hospital_largest_hospitals_raid,"['hospital', 'largest', 'hospitals', 'raid', 'command', 'biggest', 'suite', 'mri', 'cell', 'siege']","[""Israeli troops raid Gaza's main hospital"", 'EVIL LURKINGHamas terror cell found INSIDE MRI suite at Gaza hospital with shocking IDF footage showing massive weapons hoardEVIL LURKINGHamas terror cell found INSIDE MRI suite at Gaza hospital wit', 'EVIL LURKING Hamas terror cell INSIDE MRI suite at Gaza hospital revealed in IDF footageISRAELI troops entered Shifa Hospital, which is Gaza&#x27;s largest, in a &#x27;targeted&#x27; operation searc']"
56,69,56_yemen_houthis_houthi_rebels,"['yemen', 'houthis', 'houthi', 'rebels', 'yemeni', 'saudi', 'arabia', 'launch', 'talks', 'rules']","['Yemen&#8217;s Houthis attack Israel with missile, drones', ' Houthis say US, UK launch new strikes in Yemen ', ""  Israel-Hamas Conflict: Yemen's Houthi rebels ""]"
57,68,57_tlaib_rashida_censure_rep,"['tlaib', 'rashida', 'censure', 'rep', 'comments', 'house', 'censuring', 'democrats', 'michigan', 'remarks']","['U.S. House Votes to Censure Rep. Rashida Tlaib Over Israel Stance', 'House votes to censure Rep. Rashida Tlaib for Israel-Hamas war comments', 'House votes to censure Rep. Rashida Tlaib over comments about Israel']"
58,68,58_council_security_resolution_cease,"['council', 'security', 'resolution', 'cease', 'ceasefire', 'adopts', 'city', 'immediate', 'abstains', 'calling']","[' UN Security Council demands immediate ceasefire in Gaza ', 'UN Security Council passes resolution calling for Gaza ceasefire', ""The UN Security Council's Gaza ceasefire resolution""]"
59,67,59_attack_condemn_surprise_unfolded,"['attack', 'condemn', 'surprise', 'unfolded', 'did', 'unprecedented', 'chose', 'reacts', 'assault', 'hamas']","['World leaders condemn, urge restraint after Hamas launches surprise assault on Israel', 'Hamas attack on Israel', 'Hamas attack on Israel']"
60,64,60_labour_mps_commons_vote,"['labour', 'mps', 'commons', 'vote', 'snp', 'scottish', 'party', 'ceasefire', 'mp', 'councillor']","['Labour rebellion as UK MPs vote on Gaza ceasefire', 'City MPs vote for immediate ceasefire in Gaza in Commons vote', 'Labour MPs quit after Commons votes to reject ceasefire in Gaza- live']"
61,64,61_video_releases_hostage_polin,"['video', 'releases', 'hostage', 'polin', 'hersh', 'argamani', 'goldberg', 'noa', 'shows', 'alive']","[' Hamas releases video of Israeli-American hostage held in Gaza ', ' Hamas releases video of hostage held in Gaza ', 'Hamas Releases Video Of Israeli-American Hostage']"
62,60,62_christmas_bethlehem_pope_celebrations,"['christmas', 'bethlehem', 'pope', 'celebrations', 'eve', 'francis', 'jesus', 'year', 'cancelled', 'solidarity']","['Bethlehem cancels Christmas as Israel-Hamas war rages on ', 'Bethlehem cancels Christmas celebrations; see why', 'Christmas Cancelled in Bethlehem']"
63,60,63_updates_live_happening_day,"['updates', 'live', 'happening', 'day', 'war', 'hamas', 'lives5', 'waze', 'updatedoil', 'checkup']","['Israel Hamas War Live Updates', 'Israel-Hamas war LIVE Updates', 'Israel Hamas war LIVE updates']"
64,60,64_carrier_aircraft_mediterranean_send,"['carrier', 'aircraft', 'mediterranean', 'send', 'navy', 'ships', 'warships', 'uss', 'closer', 'royal']","['U.S. may send second aircraft carrier toward Israel', 'U.S. sends aircraft carrier group to eastern Mediterranean in response to Hamas attack on Israel', 'The US will send aircraft carrier to the Eastern Mediterranean in support of Israel']"
65,60,65_rafah_evacuation_evacuations_orders,"['rafah', 'evacuation', 'evacuations', 'orders', 'evacuate', 'flee', 'parts', 'expand', 'palestinians', 'ahead']","['Israel orders new evacuations as it prepares to expand Rafah operations', 'Israel orders Palestine to evacuate more of Rafah', ' Israel orders Palestinians to evacuate Rafah in south Gaza']"
66,59,66_jazeera_al_channel_shut,"['jazeera', 'al', 'channel', 'shut', 'offices', 'ban', 'shuts', 'votes', 'close', 'operations']","[""Israel to shut down Al Jazeera's local operations"", ""Benjamin Netanyahu's Government Votes To Shut Down Al Jazeera In Israel"", 'Israel Votes To Shut Down Al Jazeera In The Country Amid Gaza War']"
67,59,67_deepening_justification_conflict_war,"['deepening', 'justification', 'conflict', 'war', 'emerge', 'dream', 'months', 'god', 'divide', 'isolation']","[""Divisions in Israel's War Cabinet Emerge as Gaza Conflict Enters Pivotal Stage"", ' Six months into Gaza war, Israel faces deepening isolation Six months into Gaza war, Israel faces deepening isolation ', ""Israel's war in Gaza has exposed a deepening global divide""]"
68,59,68_vetoes_resolution_veto_immediate,"['vetoes', 'resolution', 'veto', 'immediate', 'council', 'unsc', 'ceasefire', 'demanding', 'security', 'vetoing']","['US again vetoes Gaza cease-fire resolution at UN Security Council', 'US vetoes Israel ceasefire resolution at the UN', 'US vetoes UN Security Council resolution on Gaza']"
69,56,69_hezbollah_rockets_fires_lebanon,"['hezbollah', 'rockets', 'fires', 'lebanon', 'rocket', 'targets', 'base', 'fired', 'dozens', 'volcano']","[' Hezbollah fires dozens of rockets at Israel ', 'Hezbollah says fires &#x27;dozens&#x27; of rockets at Israel after deadly Lebanon strike', 'Hezbollah fires rockets at Israel']"
70,55,70_soldiers_deadliest_killed_21,"['soldiers', 'deadliest', 'killed', '21', 'ambush', 'single', 'friendly', 'combat', 'began', 'southern']","['Eight Israeli Soldiers Killed In Southern Gaza', 'Eight Israeli soldiers killed in southern Gaza', 'Two Israeli soldiers killed in south Gaza, military says']"
71,55,71_babies_premature_evacuated_hospital,"['babies', 'premature', 'evacuated', 'hospital', 'incubators', 'baby', 'fuel', 'newborns', 'shifa', 'egypt']","['Gaza medics say 31 premature babies evacuated from Al-Shifa hospital', 'Premature babies evacuated from Gaza&#x27;s main hospital and taken to Egypt', '31 premature babies are evacuated from Al-Shifa Hospital to southern Gaza']"
72,55,72_internet_blackout_communications_collapse,"['internet', 'blackout', 'communications', 'collapse', 'phone', 'telecommunications', 'communication', 'restored', 'networks', 'cellular']","[""Israel's 'urgent plea' to evacuate Gaza can't be seen by residents of Gaza due to an internet blackout"", 'Israel intensifies bombing and ground operations, sending Gaza into internet blackout', 'Internet blackout in Gaza as Israel expands operations']"
73,54,73_modi_pm_stands_firmly,"['modi', 'pm', 'stands', 'firmly', 'speaks', 'india', 'summit', 'civilian', 'reiterates', 'dials']","['India stands by Israel: PM Modi to Netanyahu over phone', '#x27;India stands with Israel&#x27;: PM Modi speaks to Israeli PM on Hamas attacks', '#x27;India stands with Israel&#x27;: PM Modi after call with Israeli PM Benjamin Netanyahu']"
74,54,74_crossing_border_rafah_egypt,"['crossing', 'border', 'rafah', 'egypt', 'open', 'vital', 'control', 'reopen', 'foreigners', 'opens']","['Why the Rafah border crossing is vital for humanitarian aid to Gaza', ""Why Egypt's Rafah border crossing is vital for Gaza's humanitarian crisis"", 'Israeli forces take control of the Gaza side of the Rafah crossing with Egypt']"
75,53,75_emily_hand_girl_irish,"['emily', 'hand', 'girl', 'irish', 'father', 'birthday', 'rsquo', 'dad', 'hostage', 'lsquo']","['Irish-Israeli Hostage Emily Hand, 9, is Reunited With Her Father After Release', 'Emily Hand: Irish-Israeli girl among latest Gaza hostages freed', 'Irish-Israeli girl Emily Hand, 9, released as Hamas hostage and will be reunited with her father']"
76,50,76_biden_iran_6b_administration,"['biden', 'iran', '6b', 'administration', 'refreeze', 'assets', 'appeasement', 'malley', 'rob', 'billion']","[""Refreeze Biden's $6 billion gift to Iranian terror"", ""Trio of Senate Democrats demand Biden `refreeze' $6B in Iran assets"", 'Democrats join Republican push for Biden administration to refreeze $6B Iranian assets']"
77,50,77_journalists_journalist_media_journalism,"['journalists', 'journalist', 'media', 'journalism', 'australian', 'greatest', 'killings', 'investigate', 'number', 'ignoring']","['Committee to Protect Journalists says 39 journalists killed in Israel-Gaza war', 'At Least 23 Journalists Killed In Israel-Hamas Conflict', 'At least 11 journalists killed in Israel-Gaza war ']"
78,49,78_family_relatives_families_reunification,"['family', 'relatives', 'families', 'reunification', 'medway', 'suck', 'ndp', 'sudan', 'programs', 'liberals']","[' NDP slam Liberals for slow reunification programs for relatives suck in Gaza, Sudan ', ' NDP slam Liberals for slow reunification programs for relatives suck in Gaza, Sudan ', ' NDP slam Liberals for slow reunification programs for relatives suck in Gaza, Sudan ']"
79,49,79_iron_dome_sting_defence,"['iron', 'dome', 'sting', 'defence', 'arrow', 'laser', 'missile', 'mortar', 'defense', 'beam']","[""What is Israel's Iron Dome missile system and how does it work?"", 'Iran launches attack on Israel: What is the Iron Dome?', ""How does Israel's Iron Dome missile defence system work?""]"
80,48,80_court_genocide_prevent_stops,"['court', 'genocide', 'prevent', 'stops', 'short', 'measures', 'justice', 'hears', 'international', 'ordering']","[' Top UN court orders Israel to prevent genocide in Gaza but stops short of ordering cease-fire 0 ', 'World Court says Israel must prevent genocide in Gaza, stops short of ceasefire order', ""U.N.'s top court orders Israel to prevent genocide in Gaza""]"
81,48,81_hospital_blast_explosion_responsible,"['hospital', 'blast', 'explosion', 'responsible', 'rocket', 'deadly', 'blame', 'archbishop', 'caused', 'points']","['French intelligence points to Palestinian rocket, not Israeli airstrike, for Gaza hospital blast', ' Israel denies involvement in Gaza hospital blast, says explosion caused by Palestinian rocket ', '#039;Israel is not responsible&#039; for deadly Gaza hospital blast, White House says']"
82,48,82_november_2023_occupied_october,"['november', '2023', 'occupied', 'october', 'palestine', 'september', 'august', '25', '12', '20']","['In Occupied Palestine - 10 November 2023', 'In Occupied Palestine - 19 November 2023', 'In Occupied Palestine - 11 November 2023']"
83,48,83_starmer_keir_labour_councillors,"['starmer', 'keir', 'labour', 'councillors', 'sarwar', 'quit', 'stance', 'comments', 'sack', 'frontbenchers']","['Keir Starmer rejects call for him to resign as Labour councillors speak out over GazaKeir Starmer', 'Eleven councillors quit Labour Party as Keir Starmer refuses to back Gaza ceasefireKeir Starmer', 'Keir Starmer to set out policy on Israel-Gaza war amid Labour tensions']"
84,47,84_deal_hostage_negotiations_talks,"['deal', 'hostage', 'negotiations', 'talks', 'release', 'exchange', 'proposed', 'cease', 'refuse', 'official']","['U.S. official says \\""there\'s a deal on the table\\"" for a proposed cease-fire, hostage release deal with Hamas', 'What To Know About The Israel-Hamas Hostage Deal', 'Israel-Hamas war: What we know about the hostage deal']"
85,47,85_yemen_warship_shoots_navy,"['yemen', 'warship', 'shoots', 'navy', 'destroyer', 'sea', 'red', 'missiles', 'fired', 'ship']","['US destroyer shoots down drone launched from Yemen over Red Sea', "" US Navy warship shoots cruise missiles, drones launched from 'Yemen ... "", 'U.S. Navy warship shoots down drone launched by Houthis from Yemen']"
86,47,86_airman_outside_embassy_setting,"['airman', 'outside', 'embassy', 'setting', 'sets', 'bushnell', 'aaron', 'member', 'self', 'force']","['Protest against Gaza war: US airman dies after setting himself on fire outside Israeli embassy', 'Airman dies after setting himself on fire outside Israeli Embassy in D.C.', 'US Airman Dies After Setting Himself on Fire Outside Israeli Embassy']"
87,47,87_sexual_violence_rape_rapes,"['sexual', 'violence', 'rape', 'rapes', 'grounds', 'committed', 'raped', 'oct', 'women', 'reasonable']","['EU sanctions Hamas over sexual violence during October 7 attack', "" UN envoy says 'reasonable grounds' to believe Hamas committed sexual violence on Oct. 7 0 "", ""UN envoy says `reasonable grounds' to believe Hamas committed sexual violence in Oct. 7 attack""]"
88,46,88_run_health_ministry_toll,"['run', 'health', 'ministry', 'toll', 'death', '37', '33', '32', '36', '31']","['Health ministry in Hamas-run Gaza says war death toll at 33,360', 'Health ministry in Hamas-run Gaza says war death toll at 33,175', 'Health ministry in Hamas-run Gaza says war death toll at 25,700']"
89,46,89_khamenei_iran_tehran_involvement,"['khamenei', 'iran', 'tehran', 'involvement', 'spidery', 'role', 'supreme', 'surprised', 'proud', 'gave']","[""Iran's supreme leader, Khamenei delivered clear message to Hamas chief &#8211; Officials"", 'Iran&#8217;s Khamenei says Tehran was not behind Hamas attack on Israel', ""Iran's Khamenei says Iran not behind Hamas' attack""]"
90,46,90_rescues_rescued_rescue_hostages,"['rescues', 'rescued', 'rescue', 'hostages', 'operation', 'raid', '94', 'captives', 'forces', 'daring']","[' Israel rescues four hostages held by Hamas since October ', 'Israel rescues 4 hostages kidnapped in Hamas-led attack on Oct. 7.The army said it rescued the four people in a special operation in the heart of the Nuseirat refugee camp. At least 100 dead in Gaza', 'Israeli military rescues four hostages from Gaza: live updates']"
91,46,91_yousaf_humza_law_trapped,"['yousaf', 'humza', 'law', 'trapped', 'laws', 'wife', 'mother', 'heart', 'tearful', 'escaping']","['Humza Yousaf has not heard from in-laws trapped in Gaza amid conflict', ""Humza Yousaf says his mother-in-law trapped in Gaza has 'lost hope' of rescue"", ""Humza Yousaf's in-laws trapped in Gaza as war between Palestine and Israel looms""]"
92,46,92_kyiv_ukraine_blinken_russia,"['kyiv', 'ukraine', 'blinken', 'russia', 'counteroffensive', 'moldova', 'russian', 'visits', 'unannounced', 'maximise']","['Blinken Visits Kyiv at Key Moment for War, Ukraine Ties', 'Blinken visits Kyiv amid deadly airstrike in Ukraine', 'Ukraine war: Blinken visits Kyiv as Russia ramps up military offensive']"
93,46,93_airlines_flights_cancel_cancels,"['airlines', 'flights', 'cancel', 'cancels', 'aviv', 'tel', 'suspend', 'major', 'suspends', 'flight']","['Major airlines suspend flights to Tel Aviv after Hamas attack', 'Airlines cancel flights to Israel amid attacks', ' Airlines cancel flights to Israel after attack ']"
94,45,94_intelligence_failure_intel_aware,"['intelligence', 'failure', 'intel', 'aware', 'knew', 'attack', 'kirby', 'ages', 'prowess', 'warned']","[""U.S. Intelligence Was Not Aware of Hamas' Plan to Attack Israel, National Security Council Spokesman Says"", ""National Security Council's John Kirby: No indication U.S. intelligence was aware of Hamas' Israel attack plan"", ' Hamas surprise attack will be remembered as Israeli intelligence failure for ages: Report ']"
95,45,95_desantis_flight_americans_evacuation,"['desantis', 'flight', 'americans', 'evacuation', 'stranded', 'flights', 'tampa', 'florida', 'evacuated', 'charter']","['DeSantis greets nearly 300 Americans evacuated from Israel at Tampa airport', 'DeSantis orders Florida to organize charter flights for Americans stranded in Israel', ""DeSantis' Israel rescue operation left Americans stranded on Cyprus""]"
96,45,96_boy_old_landlord_crime,"['boy', 'old', 'landlord', 'crime', 'year', 'stabbed', 'hate', 'muslim', 'american', 'plainfield']","['Exclusive: Mother of 6-year-old Muslim boy killed in alleged hate crime speaks out', '6-Year-Old Boy Killed In Alleged Anti-Muslim Hate Crime', 'Six-Year-Old Palestinian-American Boy Stabbed to Death in Alleged Hate Crime']"
97,45,97_ground_invasion_assault_offensive,"['ground', 'invasion', 'assault', 'offensive', 'steps', 'preparations', 'step', 'forces', 'ahead', 'preparing']","['Gaza braces for Israeli ground invasion', ""Ground invasion of Gaza `imminent,' Israeli officials say"", 'Israel vows to step up Gaza strikes before ground invasion']"
98,44,98_latest_destructive_rhetoric_wars,"['latest', 'destructive', 'rhetoric', 'wars', 'war', 'large', 'sees', 'sled', 'ver', '46heavy']","[""The latest on Israel's war in Gaza"", ""The latest on Israel's war in Gaza"", ""The latest on Israel's war in Gaza""]"
99,44,99_families_relatives_loved_hostages,"['families', 'relatives', 'loved', 'hostages', 'ones', 'parliament', 'panel', 'plead', 'family', 'hour']","[' Global Families of hostages held in Gaza for 100 days hold 24-hour rally, beg govt to bring them home ', 'Families of hostages held in Gaza for 100 days hold 24-hour rally', 'Families of hostages held in Gaza for 100 days hold 24-hour rally, beg government to bring them home']"
100,43,100_sea_red_shipping_houthi,"['sea', 'red', 'shipping', 'houthi', 'attacks', 'bp', 'houthis', 'ships', 'vessels', 'commercial']","['Who are the Houthis and why are they attacking ships in the Red Sea?', 'Joe Biden urged to strike Houthis to stop Red Sea shipping attacks', ""BP suspends Red Sea shipping amid attacks by Yemen's Houthi militants""]"
101,43,101_worsens_crisis_humanitarian_rages,"['worsens', 'crisis', 'humanitarian', 'rages', 'intensifies', 'outcry', 'grows', 'unacceptable', 'compounds', 'louisiana']","['Humanitarian crisis worsens in Gaza as Israel-Hamas war rages', 'Humanitarian crisis worsens in Gaza as Israel-Hamas war rages', 'Humanitarian crisis worsens in Gaza as Israel-Hamas war rages']"
102,43,102_ties_recalls_recall_bolivia,"['ties', 'recalls', 'recall', 'bolivia', 'sa', 'ambassador', 'diplomats', 'diplomatic', 'ambassadors', 'severs']","['Bolivia severs ties with Israel, others recall envoys over Gaza', 'Bolivia severs diplomatic ties with Israel as Chile and Colombia recall their ambassadors', 'Bolivia severs diplomatic ties with Israel as Chile and Colombia recall their ambassadors']"
103,42,103_2024_occupied_june_04,"['2024', 'occupied', 'june', '04', 'january', 'february', 'april', '08', '02', '07']","['In Occupied Palestine - 02 June 2024', 'In Occupied Palestine - 10 June 2024', 'In Occupied Palestine - 04 June 2024']"
104,42,104_halt_orders_rafah_immediately,"['halt', 'orders', 'rafah', 'immediately', 'icj', 'court', 'offensive', 'order', 'assault', 'ruling']","['ICJ orders Israel to halt Rafah offensive in Gaza', 'UN&#x27;s top court orders Israel to halt military offensive in Rafah', 'Israel must halt Rafah offensive, orders UN top court']"
105,41,105_wages_devastation_war_20bln,"['wages', 'devastation', 'war', '20bln', '5b', 'study', 'sector', 'hamas', 'strain', 'labor']","['Devastation in Gaza as Israel wages war on Hamas', 'Devastation in Gaza as Israel wages war on Hamas', 'Devastation in Gaza as Israel wages war on Hamas']"
106,41,106_celebrities_hollywood_celebs_actors,"['celebrities', 'hollywood', 'celebs', 'actors', 'stars', 'dividing', 'portman', 'madonna', 'angelina', 'film']","['Madonna, Gal Gadot, U2 and other celebrities lend support to Israel after Hamas attacks', 'Celebrities leading support for Israel in the war against Hamas', 'Gal Gadot, Natalie Portman and all the celebrities supporting Israel after Hamas attack']"
107,40,107_500_hospital_hundreds_killed,"['500', 'hospital', 'hundreds', 'killed', 'ministry', 'health', 'bombing', 'blame', '170', 'kills']","['Israel-Hamas War News Live Updates: At least 500 killed as Israel attacks hospital, says Gaza health ministry', '500 Palestinians Killed In Israeli Airstrike On Hospital: Hamas Ministry', 'Over 500 people killed in Israeli airstrike on Gaza hospital: Health Ministry']"
108,40,108_solution_state_resolve_viable,"['solution', 'state', 'resolve', 'viable', 'issue', 'pm', 'way', 'forward', 'entire', 'end']","['What is the two-state solution to the Israel-Palestinian conflict?', 'Beyond a two-state solution', ' The two-state solution ']"
109,39,109_cairo_talks_delegation_truce,"['cairo', 'talks', 'delegation', 'truce', 'delegates', 'haniyeh', 'sign', 'arrive', 'delegations', 'egypt']","['Gaza ceasefire talks: Hamas says delegation to go to Cairo on April 7', 'Hamas says delegation to go to Cairo on April 7 for Gaza ceasefire talks', 'Hamas chief in Cairo for Gaza truce talks']"
110,39,110_democrats_candidates_primary_republican,"['democrats', 'candidates', 'primary', 'republican', 'squad', 'dems', 'democratic', 'bowman', 'democrat', 'divides']","['Bowman to face primary challenge from pro-Israel Democrat ', 'Pro-Israel Democrat PAC endorses primary rivals to &#8216;Squad&#8217; Reps. Jamaal Bowman, Cori Bush', 'Democratic Socialists back `Squad&#8217; Rep. Jamaal Bowman in primary battle']"
111,39,111_human_rights_volker_rk,"['human', 'rights', 'volker', 'rk', 'xfc', 'commissioner', 'comment', 'commission', 'award', 'high']","['Statement By UN High Commissioner For Human Rights Volker T&#xFC;rk At The End Of His...', ' Human Rights in the US ', 'State of human rights']"
112,38,112_address_congress_invite_deliver,"['address', 'congress', 'invite', 'deliver', 'invited', 'benjamin', 'leaders', 'prime', 'addr', 'netanyahu']","["" &US leaders invite Israel's Netanyahu to deliver an address to Congress&WASHINGTON (AP) - Top U.S. leaders have invited Israeli Prime Minister Benjamin Netanyahu to deliver an addr"", "" &US leaders invite Israel's Netanyahu to deliver an address to Congress&WASHINGTON (AP) - Top U.S. leaders have invited Israeli Prime Minister Benjamin Netanyahu to deliver an addr"", "" &US leaders invite Israel's Netanyahu to deliver an address to Congress&WASHINGTON (AP) - Top U.S. leaders have invited Israeli Prime Minister Benjamin Netanyahu to deliver an addr""]"
113,38,113_genocide_scholar_massacres_committing,"['genocide', 'scholar', 'massacres', 'committing', 'believe', 'conference', 'western', 'tunisia', 'hanlon', 'misnomer']","[""Gaza situation is `slow genocide that has been turned into a quick genocide', TUI conference hears"", 'Genocide In Gaza', 'Genocide in Gaza']"
114,38,114_pause_pauses_tactical_daily,"['pause', 'pauses', 'tactical', 'daily', 'humanitarian', 'extension', 'hour', 'fighting', 'announces', 'day']","['Qatar announces one-day extension of humanitarian pause in Gaza', 'Israeli army to pause some Gaza fighting during the day for humanitarian aid', '#039;Tactical pause&#039;Israel launches daily 11-hour pauses in fighting along key aid route in southern Gaza']"
115,38,115_bodies_recovered_recovers_body,"['bodies', 'recovered', 'recovers', 'body', 'army', 'hostages', 'overnight', 'recover', 'idf', 'finds']","['Bodies of 2 hostages recovered in Gaza, Israel says', 'Bodies of 2 hostages recovered in Gaza, Israel says', 'Israel army says bodies of three hostages recovered in Gaza']"
116,38,116_biden_administration_handling_test,"['biden', 'administration', 'handling', 'test', 'putin', 'admin', 'joe', 'remarks', 'alienated', 'voiced']","['Biden must be reminded Hamas is a terrorist group as he panders to Muslims in secret, publicly backs Israel', ""Biden's threat to withhold weapons from Israel shows he 'favors a Hamas victory,' Republicans argue"", 'Biden faces ultimate test as Iran, which backs Hamas, warns of deadly consequences']"
117,38,117_qatar_mediator_role_mediation,"['qatar', 'mediator', 'role', 'mediation', 'indispensable', 'shaky', 'qatari', 'standards', 'cease', 'double']","['Israel-Hamas Ceasefire: How Qatar Played the Mediator Role and What is its Role in the War | EXPLAINED', 'Will Qatar pull out as Israel-Hamas mediator?', ""QATAR'S ROLE AS MEDIATOR BETWEEN HAMAS AND ISRAEL IS CRUCIAL""]"
118,38,118_resignation_resigns_intelligence_chief,"['resignation', 'resigns', 'intelligence', 'chief', 'vacuum', 'submits', 'october', 'quits', 'prime', 'resign']","["" October 7 attack: Israel's military intelligence chief resigns, admits his failure "", 'Israeli intelligence head resigns over Oct. 7 Hamas attack', ""Israeli military intelligence chief resigns over Hamas's Oct 7 assault""]"
119,38,119_filipinos_filipino_philippines_dfa,"['filipinos', 'filipino', 'philippines', 'dfa', 'marcos', 'caregiver', 'exit', '131', 'ravaged', '40']","['Filipinos among Hamas captives?', '2 Filipinos injured in Israel attack', '2 Filipinos dead amid Israel conflict']"
120,37,120_live_life_war_creators,"['live', 'life', 'war', 'creators', 'harmoniously', 'hebrew', 'intensifyisrael', 'glimpses', 'lohud', 'matches']","['LIVE: ISrael-Gaza War', 'LIVE: ISRAEL-GAZA WAR', 'LIVE: ISRAEL-GAZA WAR']"
121,37,121_genocide_court_hague_defend,"['genocide', 'court', 'hague', 'defend', 'accusations', 'defends', 'allegations', 'rejects', 'case', 'accusing']","['Israel defends itself at the UN&#039;s top court against allegations of genocide against Palestinians', ""Israel defends itself at UN's top court against genocide allegations"", 'Israel says will defend itself against genocide accusations at world court']"
122,37,122_trudeau_39_canada_canadians,"['trudeau', '39', 'canada', 'canadians', 'canadian', 'x27', 'ottawa', 'news', 'maximum', 'hurting']","['#39;Canadians are hurting&#39;: Trudeau on rising tide of hate at home, need for Israel-Hamas humanitarian pause', '#39;Price of justice cannot be the continued suffering of all,&#39; Trudeau says amid push to get Canadians out of Gaza', 'Trudeau calls report of airstrike on Gaza hospital &#39;horrific&#39; and &#39;unacceptable&#39;']"
123,37,123_outraged_hospital_team_explosion,"['outraged', 'hospital', 'team', 'explosion', 'blast', 'biden', 'backs', 'joe', 'info', 'strike']","[""Biden `outraged' by Gaza hospital explosion, says US still gathering info"", ""Biden says it appears Gaza hospital explosion was done `by other team' - not Israel"", ""Biden Says He Is `Outraged' After Blast At Gaza City Hospital""]"
124,37,124_tent_rafah_camp_45,"['tent', 'rafah', 'camp', '45', 'outcry', 'burned', 'airstrike', 'kills', 'prompts', 'strike']","['Israeli attack on Rafah tent camp kills 45, prompts international outcry ', 'Israeli attack on Rafah tent camp kills 45', 'Israeli attack on Rafah tent camp kills 45, prompts global outcry']"
125,36,125_mistakenly_mistaking_hostages_idf,"['mistakenly', 'mistaking', 'hostages', 'idf', 'killed', 'killing', 'attempt', 'rescue', 'mistaken', 'error']","['Israeli military says it mistakenly killed 3 Israeli hostages in Gaza', 'Israeli military says it mistakenly killed 3 Israeli hostages in Gaza', 'Israel mistakenly killed three hostages, IDF says']"
126,36,126_india_resolution_unga_favour,"['india', 'resolution', 'unga', 'favour', 'votes', 'settlements', 'abstained', 'condemning', 'activities', 'vote']","['India Votes In Favour Of UNGA Resolution To Admit Palestine As Full UN Member', 'India votes in favour of UNGA draft resolution demanding immediate ceasefire in Gaza', 'India votes in favour of UN resolution condemning Israeli settlements in Palestine']"
127,36,127_lebanon_citizens_leave_evacuates,"['lebanon', 'citizens', 'leave', 'evacuates', 'border', 'towns', 'arabia', 'australians', 'urges', 'lebanese']","['Germany Urges Citizens To Leave Lebanon', 'State Department urges US citizens in Lebanon to leave', 'Saudi Arabia urges citizens to leave Lebanon']"
128,36,128_omar_ilhan_daughter_rep,"['omar', 'ilhan', 'daughter', 'rep', 'suspended', 'students', 'censure', '8216', 'blatant', 'college']","['Ilhan Omar, daughter appear at Columbia University encampment', 'Rep. Ilhan Omar&#x27;s daughter says she was suspended over pro-Gaza demonstration', ""Rep. Ilhan Omar's daughter among students suspended at Columbia over pro-Palestinian encampment""]"
