Topic,Count,Name,Representation,Representative_Docs
81,24,81_china_solution_russia_conflict,"['china', 'solution', 'russia', 'conflict', 'strategic', 'aims', 'influence', 'role', 'end', 'state']","[""China holds 'strategic' talks with Iran after Hamas terrorist attack"", ""China's Xi seeks swift end to Israel-Hamas conflict, calls for two-state solution"", ""China Calls for Ceasefire, `Two-State Solution' Amid Conflict Between Hamas, Israel""]"
82,23,82_icj_ruling_genocide_prevent,"['icj', 'ruling', 'genocide', 'prevent', 'court', 'acts', 'justice', 'orders', 'case', 'order']","['ICJ orders Israel to prevent acts of genocide in Gaza', 'After the ICJ tells Israel to prevent acts of genocide, here&#x27;s what the ruling could mean for the war in Gaza', 'ICJ updates: Court orders Israel to prevent acts of genocide in Gaza']"
83,23,83_supreme_judicial_overhaul_court,"['supreme', 'judicial', 'overhaul', 'court', 'orthodox', 'ultra', 'reform', 'controversial', 'rules', 'netanyahu']","['Israel on edge ahead of Supreme Court session on judicial overhaul', 'Israeli Supreme Court hands Netanyahu a loss on judicial overhaul as Hamas war rages', ""What we know about Israel's Supreme Court ruling on Netanyahu's judicial overhaul""]"
84,23,84_families_hostages_loved_ones,"['families', 'hostages', 'loved', 'ones', 'relatives', 'family', 'release', 'captivity', '100', 'days']","['Tri-State Area families whose loved ones were taken hostage by Hamas continue speaking out', 'Families of hostages taken by Hamas in Israel tell stories of their loved ones', '100 days into Israel-Hamas war, families continue begging for release of hostage loved ones']"
85,23,85_funding_unrwa_agency_staffers,"['funding', 'unrwa', 'agency', 'staffers', 'allegations', 'countries', 'involved', 'joins', 'sweden', 'guterres']","['Canada and Sweden resume UNRWA aid funding', 'UN chief calls on countries to resume funding Gaza aid agency after allegations of Hamas ties', ""Guterres: UN to punish staffers involved in 'terror,' urges UNRWA funding""]"
86,23,86_blackout_internet_communications_communication,"['blackout', 'internet', 'communications', 'communication', 'coms', 'cellular', 'asked', 'telecommunications', 'restored', 'networks']","['Near-total internet, cellular blackout hits Gaza', 'Israel intensifies bombing and ground operations, sending Gaza into internet blackout', 'Internet blackout in Gaza as Israel expands operations']"
87,22,87_resolution_veto_ceasefire_vetoes,"['resolution', 'veto', 'ceasefire', 'vetoes', 'council', 'russia', 'security', 'vetoing', 'vetoed', 'fails']","['Russia and China veto U.S. resolution calling for immediate cease-fire in Gaza', 'US threatens to veto new Gaza ceasefire resolution at UN Security Council', 'Russia and China veto US-backed UN resolution on Gaza ceasefire']"
88,22,88_jazeera_al_channel_shut,"['jazeera', 'al', 'channel', 'shut', 'law', 'news', 'ban', 'shutter', 'votes', 'offices']","[""Israel's government passes law to temporarily shut down Al Jazeera"", 'Israel Votes To Shut Down Al Jazeera In The Country Amid Gaza War', ""Benjamin Netanyahu's Government Votes To Shut Down Al Jazeera In Israel""]"
89,22,89_embassy_outside_airman_setting,"['embassy', 'outside', 'airman', 'setting', 'member', 'self', 'air', 'force', 'aaron', 'bushnell']","['Air Force member dies after setting himself on fire outside Israeli Embassy', 'US Air Force member dead after setting himself on fire outside Israeli embassy in DC', 'Who was Aaron Bushnell? US Air Force member died setting himself on fire outside Israeli Embassy']"
90,21,90_deputy_beirut_commander_leader,"['deputy', 'beirut', 'commander', 'leader', 'airstrike', 'saleh', 'arouri', 'killed', 'kills', 'senior']","['Top Hamas official Saleh Arouri, who headed West Bank operations, killed in Beirut blast', 'Hamas deputy leader Saleh al-Arouri killed in Beirut blast ', 'Hamas deputy leader Saleh al Arouri killed in alleged Israeli strike']"
91,21,91_foreign_95_package_billion,"['foreign', '95', 'package', 'billion', 'passed', 'aid', 'house', 'bills', 'look', 'passes']","[""A look at what's in the $95 billion foreign aid package passed by Congress"", ""A look at what's in the $95 billion foreign aid package passed by the House"", ""A look at what's in the $95 billion foreign aid package passed by the House""]"
92,20,92_crossing_rafah_border_egypt,"['crossing', 'rafah', 'border', 'egypt', 'ravaged', 'filipinos', 'vital', 'arrive', 'flee', '40']","['Israeli Forces Say They Have Taken Control Of Rafah Border Crossing', 'Rafah crossing: Why are people, aid stuck at Egypt-Gaza border?The border crossing has a tumultuous history in the Israeli-Arab conflict.1 hour ago', 'Why the Rafah border crossing is vital for humanitarian aid to Gaza']"
93,20,93_desantis_americans_flights_florida,"['desantis', 'americans', 'flights', 'florida', 'tampa', 'evacuation', 'stranded', 'starting', 'cory', 'charter']","['First DeSantis-chartered flights from Israel land in Florida ', 'DeSantis greets nearly 300 Americans evacuated from Israel at Tampa airport', 'DeSantis orders Florida to organize charter flights for Americans stranded in Israel']"
94,20,94_updates_live_war_waze,"['updates', 'live', 'war', 'waze', 'google', 'maps', 'expires', 'movements', 'troop', 'hamas']","['Israel Hamas War Live Updates', 'Israel Hamas War Live Updates', 'Israel Hamas War Live Updates']"
95,20,95_youssef_ramy_snl_monologue,"['youssef', 'ramy', 'snl', 'monologue', 'free', 'prays', 'god', 'ozempic', 'palestine', 'asks']","[""Ramy Youssef wants God to free Palestine and 'all the hostages' in 'SNL' monologue"", 'Ramy Youssef Called For A Free Palestine During His ""SNL"" Monologue', ""`SNL' Monologue: Ramy Youssef Prays for Freed Hostages and to `Free the People of Palestine'""]"
96,20,96_ceasefire_sustainable_labour_immediate,"['ceasefire', 'sustainable', 'labour', 'immediate', 'ep', 'fontaines', 'maine', 'cameron', 'congressional', 'delegation']","[""Massive Attack, Fontaines D.C. Plan `Ceasefire' EP to Benefit Doctors Without Borders in Gaza"", 'Massive Attack, Fontaines D.C., and Young Fathers Announce Ceasefire EP for Gaza Relief Efforts', ""Foreign Secretary David Cameron calls for `sustainable ceasefire' in Israel-Gaza conflict""]"
97,19,97_qatar_medicine_mediator_role,"['qatar', 'medicine', 'mediator', 'role', 'deal', 'france', 'send', '120', 'cup', 'hoyer']","['Qatar re-evaluating its role as mediator in Gaza cease-fire talks', 'Qatar and France Broker Deal to Send Medicine to Hostages in Gaza as War Rages On', 'Medicine for Israeli hostages and Palestinians arrives in Gaza under deal struck by Qatar']"
98,19,98_hospital_hospitals_raid_nasser,"['hospital', 'hospitals', 'raid', 'nasser', 'marches', 'besieged', 'ongoing', 'forced', 'admits', 'forces']","['Israeli troops storm Nasser Hospital in southern Gaza in dramatic raid: Live updates', 'Palestinians describe heavy destruction, forced marches in ongoing Israeli raid around Gaza hospital', 'Palestinians describe heavy destruction, forced marches in ongoing Israeli raid around Gaza hospital']"
99,19,99_membership_palestine_vetoes_bid,"['membership', 'palestine', 'vetoes', 'bid', 'resolution', 'assembly', 'widely', 'supported', 'backing', 'supports']","['US vetoes widely supported UN resolution backing full UN membership for Palestine', 'US vetoes Palestinian bid for full membership at UN', 'US vetoes widely supported UN resolution backing full UN membership for Palestine']"
100,19,100_address_congress_invite_joint,"['address', 'congress', 'invite', 'joint', 'netanyahu', 'speaker', 'johnson', 'benjamin', 'pelosi', 'speech']","['Speaker Johnson plans to invite Netanyahu to address Congress after Schumer spat', 'Speaker Johnson says he plans to invite Netanyahu to address the US Congress', ""U.S. leaders invite Israel's Netanyahu to deliver an address to Congress""]"
101,18,101_lew_ambassador_jack_senate,"['lew', 'ambassador', 'jack', 'senate', 'treasury', 'confirmation', 'confirms', 'secretary', 'nominates', 'jacob']","['US Senate confirms Lew to be ambassador to Israel', 'Senate confirms Jack Lew as Israeli ambassador as war rages in Gaza', 'Senate confirms Jack Lew as ambassador to Israel']"
102,18,102_crimes_rights_human_committed,"['crimes', 'rights', 'human', 'committed', 'abuses', 'unit', 'armed', 'raid', 'groups', 'alleged']","['U.N. says Israeli forces, Palestinian armed groups may have committed war crimes in deadly raid', 'UN says Israeli forces and Palestinian armed groups may have committed war crimes in a deadly raid', 'UN human rights office says Israeli forces, Palestinian armed groups may have committed war crimes']"
103,18,103_seizure_hormuz_ship_strait,"['seizure', 'hormuz', 'ship', 'strait', 'seizes', 'ships', 'commercial', 'vessel', 'seize', 'iranian']","['U.S. moves to put Marines on commercial ships to stop Iranian seizures', 'Iran seizes cargo ship in Strait of Hormuz, Israel goes on high alert ', 'US military may put armed troops on commercial ships in Strait of Hormuz to stop Iran seizures']"
104,18,104_truce_agree_swap_prisoners,"['truce', 'agree', 'swap', 'prisoners', 'free', 'hostages', 'day', '50', 'begins', 'release']","['4-day truce begins in Gaza, setting stage to swap dozens of hostages for Palestinian prisoners', 'Israel and Hamas Agree to Four-Day Truce to Free Hostages', 'Israel and Hamas Agree on Truce to Free Hostages in Swap']"
105,18,105_speaker_house_gop_republican,"['speaker', 'house', 'gop', 'republican', 'republicans', 'race', 'dems', 'vote', 'action', 'complains']","['GOP lawmaker complains House speaker race is distracting from Israel-Hamas war', 'Republicans face crucial vote in House speaker race that could shape Israel aid, government funding', 'Top House Republican calls for action on Israel - with or without a speaker']"
106,17,106_families_hostages_relatives_family,"['families', 'hostages', 'relatives', 'family', 'nightmare', 'american', 'wait', 'loved', 'ones', 'detainees']","['Families of hostages not slated for release from Gaza during current truce face enduring nightmare', 'Relatives of hostages in Gaza endure a nightmare, but dream their loved ones will be freed', ""`When will they come out?': Anxious families wait to see if loved ones will be among those freed in Gaza hostage deal""]"
107,17,107_dome_iron_defence_missile,"['dome', 'iron', 'defence', 'missile', 'defense', 'arrow', 'air', 'work', 'know', 'outfoxed']","[""What is Israel's first line of defense, the Iron Dome?"", ""What is Israel's Iron Dome? Here's what you need to know about the missile defense system"", 'Iran launches attack on Israel: What is the Iron Dome?']"
108,17,108_rafah_45_camp_civilians,"['rafah', '45', 'camp', 'civilians', 'airstrike', 'outrage', 'strike', 'deadly', 'tent', 'kills']","['Outrage after 45 reportedly killed in Israeli strike near Rafah', 'All Eyes On Rafah: Outrage After 45 Civilians Killed In Israeli Strike', 'Israel Continues Rafah Strikes Days After 45 Civilians Killed in Bombing']"
109,16,109_genocide_accusing_court_accusations,"['genocide', 'accusing', 'court', 'accusations', 'cortez', 'accusation', 'ocasio', 'rejects', 'holocaust', 'allegations']","['Genocide, real and imaginary: On Holocaust Remembrance Day, the World Court rejects false accusation against Israel', 'Ocasio-Cortez defends accusing Israel of genocide in floor speech', ""Rep. Ocasio-Cortez says Americans should not `toss someone out of our public discourse' for accusing Israel of genocide""]"
110,16,110_journalists_cameraman_jazeera_coverage,"['journalists', 'cameraman', 'jazeera', 'coverage', 'journalist', 'killed', 'jour', 'nal', 'ist', 'coloniser']","['Gaza journalists risk everything to report on the Israel-Israel war raging around them', ""Journalists' rights group counts 94 media workers killed worldwide, mostly in Gaza"", 'Committee to Protect Journalists says 39 journalists killed in Israel-Gaza war']"
111,16,111_updates_live_day_wga,"['updates', 'live', 'day', 'wga', 'showrunners', 'guild', 'forms', 'meredith', 'timing', 'stiehm']","['Israel-Hamas War LIVE Updates', 'Israel-Hamas war LIVE updates', 'Israel-Hamas war LIVE updates']"
112,16,112_resignation_resigns_submits_prime,"['resignation', 'resigns', 'submits', 'prime', 'chief', 'minister', 'intelligence', 'resign', 'officer', 'department']","['Palestinian Prime Minister Shtayyeh submits resignation', ""Palestinian prime minister submits government's resignation to President Abbas: report"", ""Palestinian prime minister submits government's resignation""]"
113,16,113_photos_ap_destruction_scenes,"['photos', 'ap', 'destruction', 'scenes', 'images', 'despair', 'week', 'graphic', 'satellite', 'bloody']","['AP PHOTOS: Death, destruction and despair reigns a month into latest Israel-Gaza conflict', 'AP PHOTOS: Scenes of sorrow and despair on both sides of Israel-Gaza border on week 3 of war', 'AP PHOTOS: Scenes of pain and destruction endure in week 4 of the latest Israel-Gaza conflict']"
114,16,114_americans_weekend_citizens_killed,"['americans', 'weekend', 'citizens', 'killed', '14', 'attacks', '11', 'toll', 'dead', 'died']","['At least 9 Americans were killed in the weekend Hamas attacks on Israel', 'Israel war: 14 Americans killed in Hamas attacks, Biden says', '14 Americans killed in Hamas attacks, Biden says']"
115,15,115_fbi_director_threats_inspired,"['fbi', 'director', 'threats', 'inspired', 'elevated', 'domestic', 'wray', 'christopher', 'rising', 'potential']","['Threats in U.S. rising after Hamas attack on Israel, says FBI Director Christopher Wray', 'The FBI director warns about threats to Americans by those inspired by the Hamas attack on Israel', 'Threats in U.S. rising after Hamas attack on Israel, says FBI director']"
116,15,116_hospital_team_explosion_outraged,"['hospital', 'team', 'explosion', 'outraged', 'blast', 'info', 'blaming', 'biden', 'appears', 'backs']","[""Biden `outraged' by Gaza hospital explosion, says US still gathering info"", 'In Israel, Biden says it appears \\""the other team\\"" is to blame for Gaza hospital explosion', ""Biden says it appears Gaza hospital explosion was done `by other team' - not Israel""]"
117,15,117_invade_rafah_vows_netanyahu,"['invade', 'rafah', 'vows', 'netanyahu', 'date', 'deal', 'prospective', 'defying', 'cease', 'repel']","[""News Wrap: Netanyahu vows to invade Rafah whether there's a cease-fire deal or not"", 'Israel will invade Rafah &#8216;with or without&#8217; cease-fire, hostage deal, Netanyahu vows', ""Netanyahu vows to invade Rafah `with or without a deal' for a cease-fire""]"
118,15,118_lebanon_border_hostilities_christians,"['lebanon', 'border', 'hostilities', 'christians', 'tension', 'risk', 'fears', 'adviser', 'escalate', 'escalation']","['Another war could break out on the Israel-Lebanon border', 'In Lebanon&#8217;s south, on the Israel border, new tension stirs old fears', 'Christians living at the Lebanon border see Israel-Hamas war igniting hostilities with Hezbollah']"
119,15,119_spain_norway_ireland_recognize,"['spain', 'norway', 'ireland', 'recognize', 'state', 'recognizing', 'uk', 'palestinian', 'europe', 'recognising']","['The Latest | Norway, Ireland and Spain make a coordinated move to recognize a Palestinian state', 'Ireland, Norway and Spain recognize Palestinian state | The Excerpt', 'What are the implications of Spain, Ireland and Norway recognizing a Palestinian state?']"
120,15,120_yemen_houthi_rebels_houthis,"['yemen', 'houthi', 'rebels', 'houthis', 'peace', 'hinder', 'warring', 'parties', 'designating', 'oman']","[""How-and Why-Yemen's Houthi Rebels Are Poised to Seriously Disrupt the Global Economy"", 'Houthi rebels attacked Israel, not the state of Yemen | Fact check', ""Yemen's Houthi rebels claim attacks on Israel, drawing Iran closer to Hamas war""]"
121,14,121_shani_louk_paraded_body,"['shani', 'louk', 'paraded', 'body', 'naked', 'piece', 'shanks', 'tattoo', 'artist', 'truck']","['Shani Louk&#039;s mom speaks out about apparent death of terrorist who paraded daughter&#039;s body ', ""Shani Louk's mother believes her daughter, whose body was paraded on a Hamas truck, is still alive"", 'Shani Louk&#8217;s body recovered, along with 2 other dead Israeli hostages, after Hamas paraded her half-naked body through Gaza on Oct. 7']"
122,14,122_warrants_icc_arrest_leaders,"['warrants', 'icc', 'arrest', 'leaders', 'prosecutor', 'issue', 'mean', 'requests', 'okla', 'belgium']","['Potential ICC Arrest Warrants In Israel/Gaza: 5 Things To Know', 'The ICC&#8217;s arrest warrants for Israeli leaders are a call to destroy the Jewish state', 'What ICC Arrest Warrants Would Mean for Israel and Hamas Leaders']"
123,14,123_consulate_revenge_syria_damascus,"['consulate', 'revenge', 'syria', 'damascus', 'demolishes', 'vows', 'commander', 'iran', 'strike', 'response']","['Israeli strike on Iranian Consulate in Damascus kills key commander, Iran says', 'Iran vows response after strike it blames on Israel demolishes consulate in Syria', 'Iran vows response after strike it blames on Israel demolishes consulate in Syria']"
124,14,124_china_blinken_shanghai_antony,"['china', 'blinken', 'shanghai', 'antony', 'relations', 'italy', 'cisit', 'stabilizing', 'fix', 'unwinds']","['Antony Blinken tackles a tough China visit. Will it help?', 'Blinken will travel to China to bolster relations amid global turbulence', 'News Wrap: Blinken visits China for talks aimed at stabilizing relations']"
125,12,125_arms_sales_ban_lawyers,"['arms', 'sales', 'ban', 'lawyers', 'stop', 'trudeau', 'canadian', 'uk', 'german', 'legal']","['Rights lawyers go to court to stop German arms deliveries to Israel', 'Rights lawyers go to court to stop German arms deliveries to Israel', 'Labour calls on Government to publish legal advice on Israel as pressure grows for arms sales ban']"
126,12,126_bolivia_ties_severs_recalls,"['bolivia', 'ties', 'severs', 'recalls', 'colombia', 'recall', 'diplomatic', 'chile', 'ambassadors', 'cuts']","[' Bolivia severs diplomatic ties with Israel over Gaza war ', 'Bolivia severs diplomatic ties with Israel as Chile and Colombia recall their ambassadors', 'Bolivia severs diplomatic ties with Israel as Chile and Colombia recall their ambassadors']"
127,11,127_port_announce_flow_temporary,"['port', 'announce', 'flow', 'temporary', 'increase', 'build', 'coast', 'plan', 'establish', 'aid']","['Biden will announce plan for temporary port on Gaza&#8217;s coast to increase flow of humanitarian aid', ""Biden will announce a plan for a temporary port on Gaza's coast to increase flow of humanitarian aid"", ""Biden will announce a plan for a temporary port on Gaza's coast to increase flow of humanitarian aid""]"
128,11,128_audio_deal_netanyahu_adviser,"['audio', 'deal', 'netanyahu', 'adviser', 'hostage', 'freed', 'meeting', 'potential', 'arguably', 'recordings']","['Potential Israeli-Gaza hostage deal is evidence IDF is winning: top Netanyahu adviser', 'Freed Israeli hostages are furious at NetanyahuLeaked audio recordings of a meeting between freed hostages and Prime Minister Benjamin Netanyahu expose anger at the Israeli government.&#x27;We felt ', 'Freed hostages, relatives slam Netanyahu in heated meeting: leaked audio']"
129,11,129_sheldon_young_jim_parsons,"['sheldon', 'young', 'jim', 'parsons', 'bang', 'finale', 'theory', 'bialik', 'series', 'mayim']","[""`Young Sheldon' Enlists `Big Bang Theory' Stars Jim Parsons and Mayim Bialik for Series Finale Cameo"", 'Big Bang Theory Alums Jim Parsons and Mayim Bialik to Reunite as Sheldon and Amy for ""Young Sheldon ""Series Finale', 'Jim Parsons on Reprising His `Big Bang Theory\' Role for `Young Sheldon\' Series Finale: ""It Was Beautiful""']"
130,11,130_babies_beheaded_unverified_media,"['babies', 'beheaded', 'unverified', 'media', '40', 'claim', 'pram', 'crying', 'baseless', 'inflame']","['At least 40 babies, some beheaded, found by Israel soldiers in Hamas-attacked village', ""Israel-Hamas war: How the unverified claim about beheaded babies spread - `Same misinformation, different war'"", 'Unverified reports of &#x27;40 babies beheaded&#x27; inflame social media ']"
